id_клиента;возраст;доход_тыс_руб;средний_остаток_тыс_руб;операций_в_месяц;доля_цифровых_операций
101642;53;191;1495;11;0,22
101987;56;194;2781;10;0,35
101503;53;205;735;14;0,22
102268;50;260;1659;51;0,82
102845;53;227;222;31;0,89
102721;54;185;1622;42;0,84
102434;55;235;1436;46;0,94
102467;54;171;1497;39;0,90
100673;27;102;144;58;0,94
102508;54;189;1098;19;0,88
100718;32;81;149;31;0,79
100538;30;102;134;53;0,85
100595;27;66;219;58;0,81
102956;52;242;1262;38;0,90
102775;52;176;1035;13;0,85
102138;47;174;216;34;0,87
101440;53;297;2146;14;0,10
102101;51;230;1306;37;0,81
102430;49;231;1833;41;0,88
100570;24;49;122;59;0,78
100228;23;66;119;47;0,94
102941;55;193;1172;44;0,84
101134;30;101;143;50;0,94
100435;36;83;102;37;0,95
101245;25;105;133;38;0,76
100279;30;94;116;51;0,85
101842;59;258;1883;17;0,27
102689;62;208;1748;41;0,95
100892;31;113;180;22;0,90
101607;52;96;1275;9;0,22
100812;28;149;205;43;0,87
101534;49;183;1961;11;0,24
101826;48;227;1650;19;0,16
100586;25;118;104;56;0,88
102823;52;267;1244;40;0,77
102602;48;230;1117;43;0,82
101000;29;68;101;52;0,72
101835;51;236;2271;18;0,32
101680;54;251;1511;9;0,32
100585;24;78;34;34;0,87
100290;32;100;158;41;0,78
101070;26;101;99;48;0,79
101506;61;204;1877;10;0,24
101285;29;117;196;37;0,82
100158;21;75;114;32;0,94
102254;56;207;1030;29;0,99
102004;46;184;904;27;0,99
101540;51;265;1189;5;0,31
100802;24;66;67;65;0,90
101581;44;266;1195;12;0,28
100646;37;85;125;43;0,87
102601;50;228;972;46;0,87
102444;50;182;1747;29;0,80
101910;49;301;1287;11;0,22
102162;52;246;983;55;0,75
102995;50;248;1109;32;0,84
101113;33;89;25;38;0,79
101880;43;220;2543;23;0,22
102553;44;205;727;42;0,75
101471;55;210;2901;14;0,30
101327;50;277;1350;11;0,27
101599;56;302;2002;13;0,16
100983;35;137;185;56;0,76
101378;63;280;1235;10;0,37
100268;33;73;115;48;0,88
101897;64;236;1624;14;0,42
102990;52;211;1158;39;0,86
100548;28;88;175;51;0,89
102825;51;241;1147;42;0,83
101194;21;119;218;27;0,75
100402;33;88;81;45;0,77
102470;52;205;1557;29;0,79
101731;61;236;2414;19;0,20
100841;25;93;5;27;0,80
102321;47;192;1449;38;0,73
100832;36;102;129;41;0,99
101833;53;237;1311;11;0,20
102854;50;219;98;44;0,87
102202;48;201;976;56;0,87
102060;50;166;1744;46;0,86
102328;42;172;1380;31;0,74
100168;27;90;200;44;0,96
102978;50;224;2155;45;0,91
102934;51;228;487;37;0,94
101857;53;214;2720;6;0,13
102466;55;198;1625;36;0,75
101856;54;208;1676;20;0,26
100510;34;89;261;61;0,85
100995;32;103;264;31;0,97
100035;32;75;118;45;0,82
100020;26;126;218;42;0,79
100445;35;88;107;35;0,75
102293;36;178;2424;22;0,87
100503;28;105;146;21;0,85
102258;58;221;2414;49;0,83
101538;63;202;1732;16;0,29
102070;56;265;1540;37;0,78
101168;27;123;36;39;0,88
101068;27;93;50;46;0,76
101231;26;98;202;37;0,75
100930;27;96;121;34;0,87
101875;58;308;1629;8;0,14
100993;30;117;86;46;0,84
100974;30;95;48;42;0,82
100248;23;105;144;27;0,86
100786;31;84;131;42;0,87
102688;49;212;2386;31;0,73
101797;46;336;1747;12;0,16
101739;53;196;1902;7;0,12
101289;34;102;136;30;0,83
102640;51;267;935;52;0,82
100900;26;89;134;43;0,92
102368;60;227;984;33;0,70
102420;60;205;1689;41;0,95
101724;51;232;1889;10;0,13
101942;46;226;2247;9;0,37
100249;25;119;127;48;0,87
100721;31;77;146;66;0,80
100212;27;66;223;46;0,79
100808;38;86;117;43;0,89
101764;57;283;2008;23;0,25
102713;42;249;1365;33;0,79
102007;49;208;1177;25;0,75
100307;32;89;151;52;0,73
102758;44;208;1705;33;0,82
101437;58;267;2409;8;0,28
100310;34;104;119;47;0,97
101623;56;266;1682;3;0,29
101436;55;195;1852;1;0,37
101793;55;194;3321;20;0,20
100683;27;97;142;39;0,82
102322;55;216;755;39;0,93
102750;55;213;1497;37;0,92
101820;50;328;1756;10;0,10
100388;26;56;99;34;0,87
102564;42;216;1431;55;0,91
101705;53;186;1843;15;0,16
101183;34;64;68;35;0,86
101550;52;175;44;21;0,05
100490;28;110;191;50;0,91
101334;55;188;1732;8;0,35
100973;31;106;139;54;0,84
100904;29;120;120;24;0,88
100360;27;102;166;47;0,99
102864;45;219;1419;44;0,93
102794;54;222;1290;39;0,85
101878;56;195;1809;10;0,07
102015;48;235;1669;43;0,84
100749;28;87;56;44;0,97
102756;46;215;1280;36;0,90
100669;28;108;209;34;0,84
101991;56;295;2299;12;0,42
101387;52;201;1965;21;0,25
101610;52;237;2315;14;0,40
101472;58;156;1523;4;0,13
100792;29;81;181;41;0,88
102927;49;230;1057;23;0,96
102531;59;195;1183;52;0,83
100111;28;92;177;50;0,87
102155;59;189;1344;54;0,70
102031;48;192;1453;34;0,84
101830;56;186;1366;14;0,08
101353;52;201;1582;9;0,30
101143;30;95;41;46;0,84
101342;54;201;3643;11;0,29
100291;26;111;99;50;0,86
102835;54;242;1487;42;0,84
101078;25;59;142;26;0,88
100380;31;72;121;45;0,92
101561;56;271;2218;28;0,20
102702;51;210;1539;49;0,80
102870;43;194;1849;22;0,83
100627;34;107;92;44;0,81
101645;54;178;2320;11;0,22
102742;41;142;1217;33;0,73
100096;27;125;229;48;0,80
101212;31;111;114;55;0,84
100744;25;66;89;48;0,75
101748;48;209;1866;9;0,17
102849;56;216;1260;34;0,84
102431;50;183;1373;26;0,92
102868;48;208;997;43;0,86
102520;58;195;993;39;0,81
100529;31;92;69;31;0,92
100997;24;70;41;33;0,84
102018;49;171;942;37;0,83
102660;55;244;2345;33;0,89
102865;45;161;2394;34;0,80
102510;56;168;1041;37;0,99
100222;27;61;119;47;0,81
100397;31;84;5;41;0,90
101116;28;82;126;46;0,78
100187;29;105;133;61;0,87
100092;32;133;175;51;0,94
102483;44;212;1706;26;0,76
100919;31;70;112;35;0,72
102490;42;252;1665;41;0,93
101278;22;92;206;29;0,86
102826;52;212;1042;44;0,76
102016;53;144;1458;45;0,92
101787;53;235;2111;19;0,24
100425;24;108;152;53;0,97
102856;52;206;1916;29;0,79
101192;33;110;161;47;0,86
101646;51;201;1113;16;0,30
102839;50;257;1364;42;0,72
101772;55;317;3041;17;0,29
101005;24;72;33;63;0,79
101163;25;99;140;62;0,83
101789;61;258;1924;14;0,18
102899;45;190;1595;46;0,86
100287;34;76;115;63;0,88
100010;28;108;32;62;0,84
101107;24;86;21;65;0,83
102384;48;166;722;51;0,93
101935;54;259;1741;13;0,33
101746;61;255;2484;20;0,14
101034;30;68;14;42;0,81
102056;48;193;1228;52;0,84
101142;25;111;142;21;0,81
100539;31;76;114;43;0,91
100604;28;119;130;26;0,84
102973;53;146;1352;40;0,84
101874;43;182;2776;12;0,23
100486;26;78;166;49;0,83
100239;22;68;77;51;0,99
102728;54;260;1440;59;0,97
102771;55;217;1302;23;0,94
101074;27;104;186;45;0,88
102860;53;229;455;43;0,77
101482;50;305;1505;12;0,31
102087;48;255;1473;61;0,84
101783;52;257;2437;22;0,25
101862;49;260;1402;9;0,18
100955;28;98;111;59;0,84
102984;49;256;1003;22;0,82
100505;27;53;210;45;0,82
101974;53;249;2086;8;0,12
101306;52;247;1927;12;0,16
102678;52;245;1218;46;0,84
101106;29;70;97;39;0,81
100494;24;87;83;43;0,84
100661;27;60;167;27;0,94
100616;26;119;150;33;0,95
102832;55;225;1666;41;0,82
100703;29;81;100;43;0,86
101198;25;95;5;57;0,94
100580;37;117;107;59;0,91
101057;27;101;123;27;0,70
102429;53;162;643;39;0,87
102385;43;236;2158;26;0,79
102048;48;177;1198;28;0,81
101801;53;227;2254;21;0,17
100270;29;75;118;47;0,87
102551;57;198;2327;30;0,81
100809;33;88;171;33;0,88
102377;51;208;2530;53;0,75
100500;22;88;186;58;0,84
101891;52;177;2663;23;0,34
100780;30;87;82;42;0,91
100574;28;85;181;44;0,99
101559;40;246;1153;8;0,30
100074;35;82;178;48;0,92
101682;44;170;2163;10;0,31
101533;56;256;2212;11;0,17
102063;45;159;1093;32;0,86
101253;26;58;178;47;0,99
102819;52;231;1696;37;0,88
101383;55;188;1622;8;0,15
101491;55;192;1829;29;0,12
100879;26;130;123;31;0,84
101582;48;183;2691;12;0,18
101020;29;69;229;62;0,83
100883;29;130;128;65;0,81
102310;50;223;625;37;0,92
102859;54;274;1609;28;0,81
101273;31;93;242;45;0,92
101282;32;114;86;47;0,81
102697;55;267;498;34;0,79
101452;53;212;2133;15;0,25
100567;35;127;96;33;0,78
101487;57;260;1519;6;0,15
100064;31;122;40;27;0,93
101800;50;147;857;11;0,23
100561;27;101;63;46;0,80
101412;48;204;1497;19;0,20
102259;52;155;1767;41;0,71
102955;37;246;1777;48;0,91
102153;46;186;1138;32;0,93
101989;58;150;2287;15;0,09
100632;26;105;129;54;0,77
102627;51;236;1451;13;0,75
101603;47;233;2051;12;0,35
101396;46;253;729;25;0,23
102650;50;266;1565;28;0,86
101612;49;163;2363;1;0,23
102091;50;211;1449;52;0,85
100121;30;54;162;37;0,78
100102;26;100;56;30;0,98
102002;38;236;1329;40;0,74
101953;53;283;2019;7;0,34
