ID карты;Дата выдачи;Канал оформления;Тарифный план;Регион;Кредитный лимит;Дата первой покупки;Оборот за 30 дней;Оборот за 90 дней;Статус
CARD-102176;22.01.2025;сайт банка;Классический;Южный;100000,00;н/д;0,00;0,00;Активна
CARD-101810;2025-05-14;Отделение;Классический;Северо-Западный;100000,00;27.05.2025;43381.43;134865,85;активна
CARD-100128;2025-06-08;мобильное приложение;Премиальный;Приволжский;500 000;2025-06-23;43592,45;94305.08;Активна
CARD-101887;2025-02-24;мобильное приложение;Зарплатный;Южный;50000,00;2025-06-17;0,00;9 011;Заблокирована
CARD-100210;2025-05-04;МП;Кэшбэк-максимум;Центральный;200000,00;11.05.2025;51629,20;85 457;Активна
CARD-102234;24.07.2025;Отделение ;Классический;Приволжский;50 000;06.08.2025;21 713;40451,20;Активна
CARD-100961;2025-03-15;ОТДЕЛЕНИЕ;Классический;Северо-Западный;50000,00;;0,00;0,00;Активна
CARD-100497;2025-06-18;партнёрская сеть;Премиальный;Приволжский;75 000;2025-07-12;6379.34;12591,05;Активна
CARD-102284;2025-03-06;отделение;Премиальный;Южный;200000.00;2025-03-16;47289,47;114507,62;Активна
CARD-100870;2025-03-30;Офис банка;Кэшбэк-максимум;Приволжский;100 000;;0,00;0;Активна
CARD-101908;18.02.2025;Мобильное приложение;Классический;Центральный;500000,00;08.03.2025;104 263;335 060;Закрыта
CARD-101911;2025-02-14;Отделение;Классический;Южный;100000.00;15.02.2025;39649,33;88287,93;Активна
CARD-100853;2025-06-18;Офис банка;Зарплатный;Центральный;500000,00;2025-07-01;182772,19;568333.24;активна
CARD-101500;11.02.2025;мобильное приложение;Классический;Приволжский;500000,00;;0,00;0;Активна
CARD-102215;10.02.2025;Мобильный банк;Зарплатный;Северо-Западный;200000,00;19.02.2025;39125.20;131 933;Активна
CARD-101286;22.06.2025;Партнёрская сеть;Классический;Центральный;50000.00;н/д;;0,00;Активна
CARD-101725;04.02.2025;Мобильный банк;Премиальный;Центральный;150000,00;20.03.2025;;29505.14;Активна
CARD-101612;18.04.2025;ОТДЕЛЕНИЕ;Премиальный;Сибирский;200 000;2025-05-16;58 303;147 179;Активна
CARD-101863;24.05.2025;Мобильный банк;Зарплатный;Центральный;500 000;20.06.2025;168 289;354867.56;Активна
CARD-100921;2025-04-24;сайт банка;Кэшбэк-максимум;Приволжский;300000.00;23.05.2025;152637.19;360013.32;Активна
CARD-100971;2025-04-04;Отделение;Кэшбэк-максимум;Центральный;50000,00;;0,00;;Закрыта
CARD-102230;23.05.2025;ОТДЕЛЕНИЕ;Кэшбэк-максимум;Северо-Западный;50000,00;;0;0,00;Активна
CARD-101586;2025-02-03;отделение;Премиальный;Центральный;50 000;11.02.2025;20 123;36240,39;Активна
CARD-100982;2025-01-13;Мобильное приложение;Зарплатный;Южный;150000,00;08.02.2025;23 718;52632.51;Активна
CARD-100343;08.07.2025;Веб-сайт;Классический;Центральный;150 000;2025-07-18;50754,30;140 894;Закрыта
CARD-100176;13.07.2025;отделение;Классический;Южный;500000.00;27.07.2025;167589,10;380168,69;Активна
CARD-100716;09.05.2025;Сайт банка;Зарплатный;Центральный;500000.00;10.05.2025;260867,47;785046.89;Активна
CARD-100166;26.04.2025;мобильное приложение;Зарплатный;Центральный;100000.00;02.05.2025;16882.21;49812.16;Активна
CARD-100829;14.05.2025;Сайт банка;Премиальный;Центральный;200000,00;14.05.2025;76922.03;247 293;Активна
CARD-102251;2025-06-18;МП;Зарплатный;Приволжский;300000.00;29.06.2025;79637.96;177879.56;Активна
CARD-100437;2025-03-05;Партнёр;Кэшбэк-максимум;Сибирский;50000,00;;0;0,00;Активна
CARD-100361;2025-04-03;отделение;Классический;Южный;200 000;;0,00;0;Активна
CARD-100182;10.05.2025;Веб-сайт;Кэшбэк-максимум;Центральный;100 000;2025-05-16;49105.20;132052,74;Активна
CARD-102105;24.03.2025;отделение;Зарплатный;Сибирский;100 000;22.04.2025;42 461;87144,91;активна
CARD-101280;01.08.2025;Веб-сайт;Кэшбэк-максимум;Южный;100 000;03.08.2025;36 257;69929,06;Активна
CARD-102398;08.05.2025;Партнерская сеть;Классический;Сибирский;200000.00;18.08.2025;;32723.60;Активна
CARD-102380;14.01.2025;партнёрская сеть;Премиальный;Приволжский;100000.00;21.01.2025;27 774;45 799;Активна
CARD-100613;20.01.2025;Мобильный банк;Зарплатный;Северо-Западный;50000,00;08.02.2025;9756.02;16 581;Активна
CARD-100470;23.01.2025;Мобильное приложение;Классический;Сибирский;500000.00;20.02.2025;107851.58;357692.59;Закрыта
CARD-101913;2025-02-23;мобильное приложение;Зарплатный;Северо-Западный;100 000;2025-03-19;20329.41;60 202;Активна
CARD-101428;05.02.2025;ОТДЕЛЕНИЕ;Классический;Приволжский;500 000;2025-05-27;0;37 025;Активна
CARD-101410;20.03.2025;Партнёр;Классический;Центральный;150 000;н/д;0;;Активна
CARD-100994;24.03.2025;мобильное приложение;Зарплатный;Северо-Западный;100000,00;11.04.2025;50 373;80760.78;Активна
CARD-101481;07.02.2025;Отделение;Зарплатный;Приволжский;150 000;2025-02-28;72861.86;193 062;активна
CARD-101712;16.06.2025;Отделение;Классический;Центральный;50000,00;28.07.2025;;5 023;Активна
CARD-101205;25.01.2025;Сайт банка;Зарплатный;Центральный;150000,00;2025-02-22;68 061;215285,81;Активна
CARD-102039;2025-02-25;Мобильный банк;Классический;Южный;200000,00;02.03.2025;48 595;135 611;Активна
CARD-101643;12.05.2025;партнёрская сеть;Кэшбэк-максимум;Центральный;500000.00;;;0;Активна
CARD-101322;16.01.2025;Офис банка;Классический;Приволжский;500 000;2025-01-31;215 974;701065,00;Активна
CARD-101391;10.06.2025;Сайт банка;Классический;Центральный;100000,00;06.07.2025;29 251;57038.02;Активна
CARD-101133;2025-06-01;Партнерская сеть;Классический;Сибирский;50 000;2025-08-07;0,00;4836,17;Активна
CARD-102205;29.05.2025;Партнёрская сеть;Классический;Центральный;75 000;14.06.2025;39747.59;121507,51;Активна
CARD-100245;2025-02-14;мобильное приложение;Зарплатный;Сибирский;500000,00;10.03.2025;96 276;260864.00;Активна
CARD-102276;23.02.2025;Офис банка;Зарплатный;Центральный;50000,00;н/д;;;Заблокирована
CARD-101105;21.07.2025;Мобильное приложение;Зарплатный;Сибирский;150000,00;06.08.2025;21 878;58 893;Активна
CARD-101831;25.04.2025;ОТДЕЛЕНИЕ;Классический;Южный;200 000;09.05.2025;51217,02;128 390;Активна
CARD-101151;29.05.2025;Отделение ;Зарплатный;Приволжский;300000,00;2025-06-06;151417,08;462 646;активна
CARD-100625;2025-01-26;партнёрская сеть;Классический;Центральный;300 000;2025-02-22;121072,95;269051,01;Активна
CARD-101037;26.06.2025;Мобильный банк;Премиальный;Южный;500000.00;28.06.2025;85 934;274 051;Закрыта
CARD-102000;14.04.2025;отделение;Классический;Приволжский;75 000;2025-04-22;32797,34;61596.09;Активна
CARD-100137;28.07.2025;Мобильное приложение;Кэшбэк-максимум;Приволжский;500000,00;2025-08-14;218886.79;492 585;Активна
CARD-101459;13.07.2025;МП;Премиальный;Приволжский;300 000;07.08.2025;141315,69;383 663;активна
CARD-101961;2025-07-14;Отделение ;Классический;Южный;75 000;2025-07-16;24 371;68 295;Активна
CARD-100323;08.04.2025;Сайт банка;Классический;Северо-Западный;75 000;16.04.2025;23716,72;59 707;Активна
CARD-100549;2025-01-27;мобильное приложение;Зарплатный;Северо-Западный;300000,00;2025-01-29;141709,81;279994,80;Активна
CARD-100968;24.06.2025;отделение;Классический;Приволжский;300000.00;16.07.2025;94 791;240 235;Закрыта
CARD-100300;21.02.2025;Отделение ;Классический;Центральный;500000,00;04.03.2025;219 371;545382.06;Активна
CARD-101991;30.05.2025;Сайт банка;Классический;Центральный;75 000;20.06.2025;25 846;60 846;Активна
CARD-100616;2025-07-23;мобильное приложение;Премиальный;Центральный;150000.00;26.07.2025;41487,75;69 924;активна
CARD-102004;27.05.2025;сайт банка;Зарплатный;Южный;300000,00;21.06.2025;101 327;291 509;Активна
CARD-100517;10.02.2025;МП;Премиальный;Сибирский;50 000;28.02.2025;21071,60;40522,95;Активна
CARD-101896;21.03.2025;Партнёрская сеть;Кэшбэк-максимум;Сибирский;75000.00;16.04.2025;27 756;73279.61;активна
CARD-101353;11.07.2025;ОТДЕЛЕНИЕ;Классический;Приволжский;300 000;2025-09-17;;39912,64;активна
CARD-101394;02.05.2025;Мобильное приложение;Зарплатный;Приволжский;50 000;31.05.2025;21 433;51 477;Закрыта
CARD-100998;2025-04-10;Мобильное приложение;Классический;Южный;500000.00;23.04.2025;56406,69;153669,94;Активна
CARD-102119;2025-03-26;Партнёрская сеть;Кэшбэк-максимум;Центральный;100 000;2025-04-23;23809,26;48 048;Закрыта
CARD-100141;07.07.2025;Отделение ;Зарплатный;Приволжский;75000,00;2025-09-28;0;12641.75;Активна
CARD-102306;16.02.2025;Партнёр;Кэшбэк-максимум;Сибирский;500 000;н/д;;0;Активна
CARD-101529;09.02.2025;Партнерская сеть;Премиальный;Центральный;50 000;09.02.2025;16 914;49 830;Активна
CARD-101861;04.07.2025;ОТДЕЛЕНИЕ;Классический;Северо-Западный;300000,00;21.07.2025;131 077;260 374;Активна
CARD-101758;12.06.2025;Партнёр;Кэшбэк-максимум;Южный;75 000;н/д;;0;Активна
CARD-100216;2025-07-07;Отделение;Классический;Приволжский;75000.00;2025-07-21;39463,04;113 465;Активна
CARD-101369;20.07.2025;Сайт банка;Классический;Приволжский;75 000;н/д;0,00;;Заблокирована
CARD-100119;30.01.2025;Сайт банка;Зарплатный;Северо-Западный;300 000;2025-02-19;114752.40;350339.89;Активна
CARD-102355;21.04.2025;Мобильный банк;Зарплатный;Центральный;50000.00;20.05.2025;14 568;34 150;Активна
CARD-101658;2025-01-24;сайт банка;Премиальный;Приволжский;100000.00;2025-02-02;24638.02;67018.15;Закрыта
CARD-100075;16.03.2025;Офис банка;Зарплатный;Северо-Западный;150 000;14.04.2025;44 002;123 800;Закрыта
CARD-102182;08.04.2025;Веб-сайт;Классический;Северо-Западный;500000,00;;;0,00;Активна
CARD-101829;14.05.2025;МП;Зарплатный;Центральный;200 000;22.05.2025;91186.30;261291,16;активна
CARD-101141;2025-06-27;ОТДЕЛЕНИЕ;Премиальный;Северо-Западный;300 000;19.07.2025;44 650;90601,69;Активна
CARD-102195;11.06.2025;Мобильное приложение;Зарплатный;Центральный;200000,00;;0,00;0;Заблокирована
CARD-102012;2025-05-03;Мобильный банк;Классический;Центральный;200 000;2025-05-27;64397.77;218 571;активна
CARD-102112;17.02.2025;Мобильный банк;Зарплатный;Сибирский;200000.00;28.02.2025;95833,99;154 806;Активна
CARD-100647;22.06.2025;Партнерская сеть;Классический;Центральный;50 000;2025-09-30;0,00;1 571;активна
CARD-100413;15.03.2025;Отделение;Классический;Центральный;300 000;20.03.2025;63007,56;103 996;активна
CARD-102046;2025-06-11;МП;Кэшбэк-максимум;Центральный;500 000;н/д;0,00;0;Активна
CARD-100577;11.06.2025;Партнёрская сеть;Кэшбэк-максимум;Сибирский;300 000;03.08.2025;0,00;22299,07;Активна
CARD-100330;2025-03-01;ОТДЕЛЕНИЕ;Зарплатный;Сибирский;75 000;2025-03-10;7120,11;15 168;Активна
CARD-102047;2025-05-19;Мобильный банк;Зарплатный;Южный;300000.00;03.06.2025;32 448;108 868;Активна
CARD-101409;2025-02-23;Партнёрская сеть;Зарплатный;Южный;75 000;;0,00;0;Активна
CARD-102068;2025-01-25;Мобильное приложение;Зарплатный;Северо-Западный;500 000;;;0,00;Активна
CARD-100402;23.04.2025;Отделение;Зарплатный;Центральный;75000.00;09.05.2025;28485.38;82312.01;Активна
CARD-101125;2025-03-24;отделение;Зарплатный;Северо-Западный;75 000;28.03.2025;32888.61;107927.65;Активна
CARD-101921;05.02.2025;Мобильный банк;Кэшбэк-максимум;Сибирский;50 000;н/д;;;Активна
CARD-101260;23.06.2025;ОТДЕЛЕНИЕ;Премиальный;Северо-Западный;200000.00;;0,00;0,00;Активна
CARD-101759;2025-02-19;Отделение;Зарплатный;Центральный;200000,00;19.02.2025;66 779;172 877;Активна
CARD-101709;28.04.2025;мобильное приложение;Классический;Приволжский;100000,00;;0;0;Активна
CARD-100798;21.07.2025;Отделение;Классический;Северо-Западный;200000,00;01.08.2025;52349.30;146 905;Активна
CARD-101142;26.04.2025;МП;Премиальный;Южный;100000.00;21.05.2025;11043.29;34798.35;Активна
CARD-100441;15.02.2025;Мобильное приложение;Классический;Северо-Западный;500000.00;12.03.2025;92645,69;269401,91;Заблокирована
CARD-102180;2025-02-03;Мобильное приложение;Премиальный;Центральный;100 000;05.02.2025;12904,76;43 315;активна
CARD-102293;2025-04-04;отделение;Классический;Южный;500 000;н/д;0,00;;Активна
CARD-100376;28.04.2025;ОТДЕЛЕНИЕ;Премиальный;Приволжский;75000,00;25.05.2025;37878,91;113 850;Закрыта
CARD-100564;2025-02-11;мобильное приложение;Кэшбэк-максимум;Приволжский;75000.00;23.02.2025;29894.91;54 605;Активна
CARD-101039;10.06.2025;Отделение ;Кэшбэк-максимум;Центральный;100000,00;;0,00;;активна
CARD-102334;22.03.2025;Сайт банка;Классический;Центральный;100000.00;2025-04-06;40 628;134 484;Активна
CARD-102241;10.06.2025;Мобильный банк;Кэшбэк-максимум;Приволжский;300 000;24.06.2025;142119.82;286707.01;Активна
CARD-100958;01.04.2025;Офис банка;Премиальный;Приволжский;75000.00;02.05.2025;;13 916;активна
CARD-100746;15.07.2025;Партнёрская сеть;Классический;Северо-Западный;500 000;;0,00;0,00;Заблокирована
CARD-101436;11.02.2025;Веб-сайт;Классический;Центральный;300 000;;0,00;0,00;Активна
CARD-102379;2025-07-25;ОТДЕЛЕНИЕ;Классический;Центральный;50000,00;;;;Активна
CARD-100845;2025-07-09;Мобильное приложение;Кэшбэк-максимум;Приволжский;100000.00;26.07.2025;33111,41;110123.24;Активна
CARD-100525;29.03.2025;Партнёр;Классический;Центральный;500 000;06.05.2025;0;71640,23;Закрыта
CARD-100739;2025-04-17;Отделение;Классический;Центральный;75 000;17.04.2025;19 631;55537,72;Активна
CARD-100651;13.06.2025;МП;Кэшбэк-максимум;Южный;150 000;11.07.2025;78 144;172525,98;Активна
CARD-100535;20.05.2025;Партнерская сеть;Кэшбэк-максимум;Северо-Западный;100 000;;0;0,00;Активна
CARD-100942;2025-06-15;Офис банка;Зарплатный;Центральный;500 000;03.07.2025;264041,39;682 219;Активна
CARD-100265;22.01.2025;Веб-сайт;Классический;Сибирский;100000.00;23.02.2025;0;9 745;Активна
CARD-102093;2025-07-08;мобильное приложение;Классический;Центральный;300000,00;;0,00;0;активна
CARD-100503;07.03.2025;Мобильное приложение;Кэшбэк-максимум;Приволжский;200 000;14.03.2025;93260,55;178 691;Активна
CARD-102282;30.05.2025;ОТДЕЛЕНИЕ;Классический;Центральный;75 000;н/д;0,00;;Заблокирована
CARD-102080;12.07.2025;отделение;Зарплатный;Центральный;50 000;03.08.2025;10 986;29087,31;Активна
CARD-102383;12.06.2025;Партнёрская сеть;Зарплатный;Южный;300 000;;0;0;Активна
CARD-100001;03.07.2025;отделение;Классический;Южный;500 000;;0;0;Активна
CARD-102031;2025-06-03;Отделение ;Зарплатный;Сибирский;150000.00;25.06.2025;17 186;57447,24;активна
CARD-100436;26.02.2025;Сайт банка;Зарплатный;Центральный;200 000;24.03.2025;50688.47;146 129;Активна
CARD-101017;10.07.2025;Партнерская сеть;Классический;Северо-Западный;500 000;;;0,00;Активна
CARD-100012;2025-06-17;ОТДЕЛЕНИЕ;Премиальный;Сибирский;500000,00;09.07.2025;92 651;162154,63;Заблокирована
CARD-101639;2025-07-10;ОТДЕЛЕНИЕ;Классический;Центральный;100000,00;н/д;;;Активна
CARD-101033;2025-02-19;Отделение;Зарплатный;Сибирский;500000,00;12.03.2025;141 501;456354.73;активна
CARD-100029;27.07.2025;Мобильное приложение;Классический;Южный;100 000;2025-09-04;;7349,15;Активна
CARD-101329;20.07.2025;мобильное приложение;Классический;Северо-Западный;100000,00;04.08.2025;29155,58;50193,93;Заблокирована
CARD-100451;24.03.2025;Сайт банка;Классический;Центральный;75000.00;04.04.2025;35 295;86 425;Заблокирована
CARD-102235;2025-05-30;Сайт банка;Зарплатный;Сибирский;50 000;05.06.2025;12399,40;23 788;Активна
CARD-101068;08.06.2025;Партнёр;Премиальный;Центральный;50000.00;н/д;;0;Активна
CARD-101901;26.06.2025;МП;Кэшбэк-максимум;Сибирский;100000,00;;;0,00;Активна
CARD-100838;25.06.2025;Отделение ;Зарплатный;Приволжский;50000,00;26.06.2025;23 519;75207.85;Активна
CARD-101357;30.06.2025;ОТДЕЛЕНИЕ;Классический;Северо-Западный;300 000;н/д;0,00;;Активна
CARD-100902;2025-01-29;мобильное приложение;Классический;Центральный;50000.00;18.02.2025;8 179;14775,93;Активна
CARD-102022;28.02.2025;Мобильный банк;Зарплатный;Приволжский;50 000;04.03.2025;24 760;40 741;Активна
CARD-102316;12.03.2025;Офис банка;Кэшбэк-максимум;Северо-Западный;500000,00;2025-03-17;84 989;150012,59;Активна
CARD-100704;07.06.2025;Отделение;Классический;Сибирский;300 000;05.07.2025;154407,69;284598.11;активна
CARD-102397;26.03.2025;отделение;Классический;Северо-Западный;100 000;2025-04-16;12283.91;26 222;Активна
CARD-101843;02.07.2025;Мобильный банк;Классический;Северо-Западный;50000,00;;0,00;0;Активна
CARD-101171;26.01.2025;партнёрская сеть;Зарплатный;Северо-Западный;100000.00;09.02.2025;51 452;87614.60;Активна
CARD-101622;2025-07-07;Сайт банка;Зарплатный;Приволжский;150 000;н/д;0,00;0;Заблокирована
CARD-101665;06.02.2025;мобильное приложение;Премиальный;Северо-Западный;150 000;22.02.2025;42167,80;94 912;активна
CARD-101981;2025-03-14;мобильное приложение;Кэшбэк-максимум;Центральный;300000,00;н/д;0;;Активна
CARD-101475;23.06.2025;партнёрская сеть;Классический;Сибирский;50 000;;0;0;Активна
CARD-100725;2025-04-22;Мобильное приложение;Кэшбэк-максимум;Приволжский;75000.00;04.05.2025;24720,32;50441.74;Активна
CARD-101490;20.02.2025;Партнерская сеть;Классический;Северо-Западный;150 000;;;;Активна
CARD-100919;13.07.2025;Партнёр;Зарплатный;Сибирский;100 000;29.10.2025;0;3 800;Активна
CARD-100408;26.04.2025;Мобильный банк;Зарплатный;Северо-Западный;50 000;2025-04-28;12160,37;33 443;Активна
CARD-100399;07.02.2025;Отделение ;Зарплатный;Центральный;100000,00;;0,00;0;Активна
CARD-101093;2025-05-05;Мобильное приложение;Кэшбэк-максимум;Северо-Западный;50 000;09.05.2025;16 479;47687,32;Закрыта
CARD-100050;30.01.2025;отделение;Классический;Сибирский;75 000;;0,00;;Активна
CARD-101967;2025-01-18;Офис банка;Классический;Северо-Западный;500 000;05.02.2025;190526.36;396553,48;Активна
CARD-101392;26.01.2025;Офис банка;Классический;Центральный;150000.00;22.02.2025;16 768;50 986;Активна
CARD-101884;25.06.2025;мобильное приложение;Зарплатный;Северо-Западный;300000.00;09.07.2025;90 216;173 091;Закрыта
CARD-101304;15.06.2025;Отделение ;Классический;Северо-Западный;200000.00;;0;0,00;Активна
CARD-100840;25.03.2025;мобильное приложение;Классический;Центральный;200000,00;03.04.2025;41 145;108269,86;активна
CARD-102368;21.03.2025;отделение;Кэшбэк-максимум;Центральный;50 000;2025-04-12;17376.28;40 222;Активна
CARD-101703;2025-05-06;Отделение ;Кэшбэк-максимум;Приволжский;200000.00;20.05.2025;25308,61;72163.07;Активна
CARD-102156;05.07.2025;Партнерская сеть;Зарплатный;Центральный;500 000;н/д;0,00;0;активна
CARD-100022;25.04.2025;мобильное приложение;Премиальный;Южный;100 000;23.05.2025;52138.97;114351,82;Активна
CARD-102146;05.07.2025;Мобильный банк;Зарплатный;Сибирский;150000.00;2025-07-13;33252,27;68006,24;Закрыта
CARD-102336;15.07.2025;Сайт банка;Классический;Центральный;300 000;2025-07-24;24049,34;57 197;Активна
CARD-101519;21.06.2025;мобильное приложение;Зарплатный;Южный;50000,00;;0,00;0,00;Активна
CARD-100959;16.07.2025;Сайт банка;Кэшбэк-максимум;Центральный;200 000;н/д;0,00;0,00;активна
CARD-102330;2025-03-16;МП;Зарплатный;Центральный;75 000;08.04.2025;20 583;58495,35;активна
CARD-101177;2025-06-03;Отделение;Зарплатный;Приволжский;150 000;24.06.2025;59 452;104073.22;Активна
CARD-101372;20.02.2025;Отделение;Классический;Центральный;75 000;18.03.2025;31836,14;71 357;Закрыта
CARD-100901;05.03.2025;Отделение;Классический;Южный;200 000;2025-03-14;19 408;47236.30;Заблокирована
CARD-100898;28.06.2025;Партнёр;Классический;Центральный;75000.00;;0;0;Активна
CARD-102335;2025-07-10;Офис банка;Зарплатный;Центральный;500 000;н/д;0;;Активна
CARD-100541;2025-02-16;Веб-сайт;Классический;Сибирский;50 000;18.02.2025;12844,16;31 527;Закрыта
CARD-101915;05.02.2025;Офис банка;Классический;Южный;50000,00;08.02.2025;9 955;26280,58;Активна
CARD-101788;2025-01-18;Отделение ;Классический;Приволжский;500 000;;0,00;0;Активна
CARD-100773;25.05.2025;Отделение;Премиальный;Сибирский;100000.00;02.06.2025;25 125;60934,47;Активна
CARD-101822;2025-06-14;мобильное приложение;Премиальный;Северо-Западный;200 000;;0,00;;Активна
CARD-102247;16.01.2025;Веб-сайт;Премиальный;Северо-Западный;100 000;29.01.2025;39998,54;94313,74;Активна
CARD-101730;2025-06-14;мобильное приложение;Зарплатный;Южный;75000.00;08.07.2025;9588,19;16 664;Активна
CARD-102208;09.07.2025;Отделение ;Классический;Сибирский;100000.00;03.09.2025;0,00;7080.50;Заблокирована
CARD-100163;27.03.2025;ОТДЕЛЕНИЕ;Классический;Приволжский;300 000;;0,00;;Заблокирована
CARD-101525;18.06.2025;Партнёр;Классический;Сибирский;300 000;03.07.2025;61 222;144 201;Активна
CARD-101338;15.02.2025;мобильное приложение;Классический;Центральный;150000,00;2025-03-14;36127.71;103023.65;Активна
CARD-101792;2025-06-15;Партнёрская сеть;Классический;Северо-Западный;500000.00;н/д;0,00;0;активна
CARD-102385;2025-05-13;Отделение ;Премиальный;Центральный;200000,00;18.05.2025;39789,07;108232.27;Активна
CARD-100810;09.07.2025;Отделение ;Классический;Центральный;50000,00;13.07.2025;9 259;20 214;Активна
CARD-100191;22.02.2025;Отделение ;Классический;Центральный;75000,00;;;0;Активна
CARD-101567;24.07.2025;Отделение;Кэшбэк-максимум;Приволжский;50000.00;н/д;0,00;;Активна
CARD-100506;24.01.2025;Сайт банка;Кэшбэк-максимум;Приволжский;300000,00;09.02.2025;27579.12;55961,21;Активна
CARD-102270;31.07.2025;отделение;Зарплатный;Центральный;200000.00;27.08.2025;100754,85;311 720;Закрыта
CARD-100409;2025-05-20;Сайт банка;Классический;Приволжский;150000,00;28.05.2025;55972,42;106 249;Активна
CARD-102374;14.04.2025;ОТДЕЛЕНИЕ;Зарплатный;Южный;500000,00;2025-04-15;208689.99;687877,10;Активна
CARD-100274;31.05.2025;ОТДЕЛЕНИЕ;Классический;Центральный;100000.00;05.09.2025;0;9264,26;Активна
CARD-100770;23.05.2025;Офис банка;Классический;Центральный;150 000;н/д;0,00;;Активна
CARD-100025;27.04.2025;Партнёр;Зарплатный;Центральный;50000,00;2025-05-09;4653,37;11205.11;Заблокирована
CARD-101937;2025-04-12;мобильное приложение;Классический;Приволжский;500 000;2025-04-23;91776.84;287009,87;Активна
CARD-102214;2025-06-08;Мобильное приложение;Классический;Центральный;150 000;;;0;Активна
CARD-101742;21.05.2025;мобильное приложение;Классический;Южный;500 000;21.05.2025;171350.28;508021,47;Активна
CARD-101036;21.01.2025;партнёрская сеть;Зарплатный;Южный;50000.00;26.04.2025;;6100.50;Активна
CARD-100865;22.04.2025;сайт банка;Классический;Приволжский;150 000;2025-05-14;44531.08;112 948;Активна
CARD-100790;2025-05-03;партнёрская сеть;Зарплатный;Приволжский;300000,00;;;;Активна
CARD-100093;2025-06-11;ОТДЕЛЕНИЕ;Классический;Центральный;100 000;15.06.2025;34 615;106 442;активна
CARD-101480;27.04.2025;Партнёр;Премиальный;Южный;100 000;;0;0,00;активна
CARD-101667;02.02.2025;Отделение;Классический;Центральный;100000.00;2025-02-22;14 627;41147.87;Активна
CARD-102232;26.03.2025;Офис банка;Зарплатный;Приволжский;50000,00;;0;0,00;Активна
CARD-101551;08.07.2025;мобильное приложение;Классический;Южный;200000,00;28.07.2025;26622.85;59342.14;Активна
CARD-100279;06.05.2025;Мобильный банк;Зарплатный;Северо-Западный;150000,00;01.06.2025;29279,86;74 221;Активна
CARD-101706;20.04.2025;отделение;Зарплатный;Центральный;150 000;25.04.2025;53 635;105 689;Активна
CARD-102266;2025-04-21;Мобильное приложение;Кэшбэк-максимум;Приволжский;300000,00;2025-05-18;76 460;157 854;Активна
CARD-100741;24.05.2025;МП;Классический;Центральный;75000,00;09.06.2025;14 666;42836,13;Активна
CARD-100697;2025-05-17;Мобильный банк;Кэшбэк-максимум;Южный;300000,00;2025-06-07;119443.08;269 153;Активна
CARD-100294;13.05.2025;Мобильный банк;Зарплатный;Сибирский;500000.00;02.06.2025;187864,77;523 313;Активна
CARD-101046;20.07.2025;мобильное приложение;Классический;Сибирский;150 000;2025-08-09;69 673;158510,39;Активна
CARD-100664;27.02.2025;ОТДЕЛЕНИЕ;Классический;Приволжский;75000,00;08.03.2025;9 358;27127,22;Активна
CARD-100140;12.02.2025;Партнёрская сеть;Премиальный;Центральный;100000,00;н/д;;;Активна
CARD-100620;27.02.2025;ОТДЕЛЕНИЕ;Классический;Центральный;150000.00;2025-03-08;21789.80;36635.91;Активна
CARD-100056;17.05.2025;мобильное приложение;Премиальный;Центральный;150000,00;15.06.2025;13524,72;30 956;Активна
CARD-100079;08.05.2025;Веб-сайт;Зарплатный;Центральный;150 000;;0,00;;Активна
CARD-101889;07.04.2025;Партнёрская сеть;Классический;Приволжский;500 000;;;0,00;Активна
CARD-100814;2025-03-16;Мобильный банк;Классический;Южный;500000,00;2025-04-07;263446.58;555 295;Активна
CARD-102202;17.01.2025;Сайт банка;Классический;Центральный;100000.00;;0,00;;Активна
CARD-101751;16.02.2025;отделение;Премиальный;Центральный;75000,00;09.03.2025;23 562;48052.88;Активна
CARD-102158;2025-04-17;мобильное приложение;Классический;Сибирский;150 000;н/д;0;0;Активна
CARD-100154;31.03.2025;Мобильное приложение;Зарплатный;Северо-Западный;150000,00;2025-04-28;70661.40;183264,09;Активна
CARD-100228;30.05.2025;МП;Зарплатный;Приволжский;300 000;2025-06-21;111 531;180668.43;Заблокирована
CARD-101522;29.06.2025;Веб-сайт;Кэшбэк-максимум;Приволжский;100000,00;01.07.2025;21703,25;49 951;Активна
CARD-100380;10.07.2025;отделение;Классический;Сибирский;300000,00;;0,00;0,00;Активна
CARD-101657;25.01.2025;Сайт банка;Зарплатный;Южный;150000,00;06.02.2025;80 464;231377.13;Активна
CARD-100781;27.07.2025;Мобильное приложение;Классический;Центральный;100 000;19.08.2025;8 945;25409,69;Заблокирована
CARD-101526;2025-05-03;Веб-сайт;Кэшбэк-максимум;Центральный;50 000;20.05.2025;15750,68;27744.73;Активна
CARD-101237;2025-03-13;МП;Классический;Южный;500000.00;2025-03-14;232423,26;616 510;Активна
CARD-101708;12.06.2025;Отделение;Премиальный;Сибирский;75000,00;07.10.2025;0,00;9 501;Закрыта
CARD-100971;2025-04-04;Отделение;Кэшбэк-максимум;Центральный;50000,00;;0,00;;Закрыта
CARD-102018;29.06.2025;Партнерская сеть;Классический;Северо-Западный;300000.00;;;;Активна
CARD-100735;27.02.2025;Отделение ;Зарплатный;Сибирский;200 000;;;;активна
CARD-101370;01.02.2025;Мобильный банк;Классический;Сибирский;200000,00;04.02.2025;89626,53;171 542;Активна
